"Year","County.ANSI","County","Commodity","Data.Item","Value","County.FIPS"
1989,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",9900,"04025"
1989,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",44100,"04003"
1989,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1087000,"04003"
1989,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",78800,"04003"
1989,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",68700,"04009"
1989,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",418000,"04009"
1989,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",53600,"04009"
1989,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",28000,"04009"
1989,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",25600,"04009"
1989,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50000,"04011"
1989,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",66800,"04011"
1989,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",40700,NA
1989,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",12000,NA
1989,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",63000,NA
1989,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",22800,NA
1989,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",225400,NA
1989,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",103500,NA
1989,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",160500,"04019"
1989,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",174000,"04012"
1989,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1281100,"04012"
1989,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",573000,"04012"
1989,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",708100,"04012"
1989,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",17700,NA
1989,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",22000,NA
1989,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",28000,NA
1989,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",172900,"04027"
1989,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3463200,"04027"
1989,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2342200,"04027"
1989,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1121000,"04027"
1988,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",425100,"04013"
1988,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",80000,"04013"
1988,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2902000,"04013"
1988,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1507000,"04013"
1988,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1395000,"04013"
1988,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",197000,NA
1988,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",469900,"04021"
1988,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",29100,"04021"
1988,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1124000,"04021"
1988,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1e+06,"04021"
1988,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",124000,"04021"
1988,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",66500,"04015"
1988,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",9000,"04017"
1988,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",77500,NA
1988,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",6400,NA
1988,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",23500,NA
1988,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",28000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",78000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",25500,NA
1988,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",51000,"04025"
1988,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",14500,"04025"
1988,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",14500,"04025"
1988,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1081600,"04003"
1988,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",102500,"04003"
1988,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",83000,"04009"
1988,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",490000,"04009"
1988,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",48000,"04009"
1988,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",42300,"04011"
1988,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",52000,"04011"
1988,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",59000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",42000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",92000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",13000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",170000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",165500,NA
1988,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",24500,"04019"
1988,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",120000,"04019"
1988,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",128400,"04012"
1988,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1135500,"04012"
1988,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",295000,"04012"
1988,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",840400,"04012"
1988,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",18000,NA
1988,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",87500,NA
1988,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",195000,"04027"
1988,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",64200,"04027"
1988,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2115000,"04027"
1988,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1250000,"04027"
1988,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",865100,"04027"
1987,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",811500,"04013"
1987,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",85000,"04013"
1987,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",356000,"04013"
1987,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3075500,"04013"
1987,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1091000,"04013"
1987,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1984500,"04013"
1987,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",745500,"04021"
1987,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",25500,"04021"
1987,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",134000,"04021"
1987,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1237000,"04021"
1987,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1142000,"04021"
1987,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",95000,"04021"
1987,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",51000,"04001"
1987,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",69000,"04015"
1987,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",18800,"04017"
1987,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",34500,NA
1987,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",12000,NA
1987,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",7000,NA
1987,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",41000,NA
1987,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",29000,NA
1987,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",30800,NA
1987,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",80500,"04025"
1987,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",16600,"04025"
1987,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",16600,"04025"
1987,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",48000,"04003"
1987,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1028100,"04003"
1987,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",71000,"04003"
1987,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",42800,"04003"
1987,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",25800,"04003"
1987,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",126500,"04009"
1987,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",612500,"04009"
1987,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",120000,"04009"
1987,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",96000,"04009"
1987,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",68000,"04009"
1987,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",28000,"04009"
1987,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",61800,"04011"
1987,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",20500,NA
1987,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",28200,NA
1987,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",49000,NA
1987,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",8500,NA
1987,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",52000,NA
1987,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",49300,NA
1987,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",55000,"04019"
1987,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",102000,"04019"
1987,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",88000,"04019"
1987,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",179200,"04012"
1987,12,"LAPAZ","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",107000,"04012"
1987,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",838000,"04012"
1987,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",355000,"04012"
1987,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",483000,"04012"
1987,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",44000,NA
1987,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",223500,"04027"
1987,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",49000,"04027"
1987,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",95000,"04027"
1987,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2467000,"04027"
1987,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1e+06,"04027"
1987,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1467000,"04027"
1986,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1397400,"04013"
1986,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",95000,"04013"
1986,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",283600,"04013"
1986,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2702200,"04013"
1986,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1468200,"04013"
1986,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1234000,"04013"
1986,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",870000,"04021"
1986,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",21400,"04021"
1986,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",141300,"04021"
1986,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1425000,"04021"
1986,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1255700,"04021"
1986,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",169300,"04021"
1986,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",26300,"04001"
1986,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",28000,"04005"
1986,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",90000,"04015"
1986,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",22000,"04017"
1986,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",20000,NA
1986,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",34500,NA
1986,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",47300,NA
1986,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",28500,NA
1986,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",40800,NA
1986,25,"YAVAPAI","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",28800,"04025"
1986,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",105000,"04025"
1986,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",30000,"04025"
1986,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",30000,"04025"
1986,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",42000,"04003"
1986,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",942500,"04003"
1986,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",66500,"04003"
1986,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",50600,"04003"
1986,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",187000,"04009"
1986,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",703000,"04009"
1986,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",153000,"04009"
1986,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",207200,"04009"
1986,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",117700,"04009"
1986,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",89500,"04009"
1986,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",32100,"04011"
1986,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",51800,"04011"
1986,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",24300,NA
1986,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",52000,NA
1986,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",43500,NA
1986,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",58900,NA
1986,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",97000,"04019"
1986,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",131900,"04019"
1986,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",102000,"04019"
1986,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",29900,"04019"
1986,12,"LAPAZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",66000,"04012"
1986,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",85000,"04012"
1986,12,"LAPAZ","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",81000,"04012"
1986,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1000700,"04012"
1986,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",340000,"04012"
1986,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",660700,"04012"
1986,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",77500,"04027"
1986,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",88000,"04027"
1986,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",205800,"04027"
1986,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3019300,"04027"
1986,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",820400,"04027"
1986,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2198900,"04027"
1985,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",3045900,"04013"
1985,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",110000,"04013"
1985,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",354200,"04013"
1985,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2498800,"04013"
1985,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1383000,"04013"
1985,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1115800,"04013"
1985,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1942300,"04021"
1985,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",8800,"04021"
1985,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",157500,"04021"
1985,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1673100,"04021"
1985,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1369200,"04021"
1985,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",303900,"04021"
1985,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",70400,"04001"
1985,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",28000,"04005"
1985,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",105000,"04015"
1985,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",25000,"04017"
1985,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",87900,NA
1985,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",30100,NA
1985,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",152100,NA
1985,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",5000,NA
1985,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",147100,NA
1985,25,"YAVAPAI","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",36000,"04025"
1985,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",59500,"04025"
1985,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",25000,"04025"
1985,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",25000,"04025"
1985,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",87500,"04003"
1985,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",837500,"04003"
1985,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",106000,"04003"
1985,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",91700,"04003"
1985,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",83000,"04003"
1985,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",315300,"04009"
1985,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",586800,"04009"
1985,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",211600,"04009"
1985,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",231600,"04009"
1985,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",208200,"04009"
1985,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",44000,NA
1985,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",61900,NA
1985,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",39700,NA
1985,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",33100,NA
1985,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",40400,NA
1985,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",24800,NA
1985,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",79100,"04019"
1985,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",64000,"04019"
1985,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",118300,"04019"
1985,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",76300,"04019"
1985,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",42000,"04019"
1985,23,"SANTA CRUZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",22800,"04023"
1985,12,"LAPAZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",105000,"04012"
1985,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",60000,"04012"
1985,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1085500,"04012"
1985,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",482000,"04012"
1985,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",603500,"04012"
1985,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",7100,NA
1985,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",143200,"04027"
1985,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",67500,"04027"
1985,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",230400,"04027"
